"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1696","Verify that a list can be created in a Board","","Sat Oct 11 02:19:06 UTC 2025","passed","Sat Oct 11 02:19:08 UTC 2025","","List","Verify that a list can be created in a Board",""
"","148","Verify that a Workspace can't be created with an empty display name","","Sat Oct 11 02:19:10 UTC 2025","passed","Sat Oct 11 02:19:10 UTC 2025","","Workspace","Verify that a Workspace can't be created with an empty display name",""
"","1767","Verify that a list can be archived","","Sat Oct 11 02:19:08 UTC 2025","passed","Sat Oct 11 02:19:10 UTC 2025","","List","Verify that a list can be archived",""
"","1489","Create a new Board with one character for the name","","Sat Oct 11 02:19:05 UTC 2025","passed","Sat Oct 11 02:19:06 UTC 2025","","Board","Create a new Board with one character for the name",""
"","9","deleteLastCharacterFromString","Gradle suite","Sat Oct 11 02:19:53 UTC 2025","passed","Sat Oct 11 02:19:53 UTC 2025","com.ovidiomiranda.framework.core.utils.StringUtilsTest","Gradle test","com.ovidiomiranda.framework.core.utils.StringUtilsTest","deleteLastCharacterFromString"
"","563","Verify that a workspace can be created","","Sat Oct 11 02:19:10 UTC 2025","passed","Sat Oct 11 02:19:10 UTC 2025","","Workspace","Verify that a workspace can be created",""
"","4338","Verify that a board can be created in a workspace","","Sat Oct 11 02:19:00 UTC 2025","passed","Sat Oct 11 02:19:05 UTC 2025","","Board","Verify that a board can be created in a workspace",""
"","31966","Login successful","","Sat Oct 11 02:19:53 UTC 2025","broken","Sat Oct 11 02:20:25 UTC 2025","","Login","Login successful",""
