"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9836","Login successful","","Sat May 24 02:36:11 GMT 2025","passed","Sat May 24 02:36:20 GMT 2025","","Login","Login successful",""
"","2456","Create a new Board with one character for the name","","Sat May 24 02:36:02 GMT 2025","passed","Sat May 24 02:36:04 GMT 2025","","Board","Create a new Board with one character for the name",""
"","9","deleteLastCharacterFromString","Gradle suite","Sat May 24 02:35:55 GMT 2025","passed","Sat May 24 02:35:55 GMT 2025","com.ovidiomiranda.framework.core.utils.StringUtilsTest","Gradle test","com.ovidiomiranda.framework.core.utils.StringUtilsTest","deleteLastCharacterFromString"
"","5604","Verify that a board can be created in a workspace","","Sat May 24 02:35:56 GMT 2025","passed","Sat May 24 02:36:02 GMT 2025","","Board","Verify that a board can be created in a workspace",""
"","1056","Verify that a workspace can be created","","Sat May 24 02:36:09 GMT 2025","passed","Sat May 24 02:36:11 GMT 2025","","Workspace","Verify that a workspace can be created",""
"","2719","Verify that a list can be archived","","Sat May 24 02:36:07 GMT 2025","passed","Sat May 24 02:36:09 GMT 2025","","List","Verify that a list can be archived",""
"","2625","Verify that a list can be created in a Board","","Sat May 24 02:36:04 GMT 2025","passed","Sat May 24 02:36:07 GMT 2025","","List","Verify that a list can be created in a Board",""
"","91","Verify that a Workspace can't be created with an empty display name","","Sat May 24 02:36:11 GMT 2025","passed","Sat May 24 02:36:11 GMT 2025","","Workspace","Verify that a Workspace can't be created with an empty display name",""
