"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1455","Verify that a list can be created in a Board","","Sat Mar 28 03:35:56 UTC 2026","passed","Sat Mar 28 03:35:57 UTC 2026","","List","Verify that a list can be created in a Board",""
"","1663","Verify that a list can be archived","","Sat Mar 28 03:35:58 UTC 2026","passed","Sat Mar 28 03:35:59 UTC 2026","","List","Verify that a list can be archived",""
"","14","deleteLastCharacterFromString","Gradle suite","Sat Mar 28 03:35:50 UTC 2026","passed","Sat Mar 28 03:35:50 UTC 2026","com.ovidiomiranda.framework.core.utils.StringUtilsTest","Gradle test","com.ovidiomiranda.framework.core.utils.StringUtilsTest","deleteLastCharacterFromString"
"","16566","Login successful","","Sat Mar 28 03:36:00 UTC 2026","passed","Sat Mar 28 03:36:16 UTC 2026","","Login","Login successful",""
"","496","Verify that a workspace can be created","","Sat Mar 28 03:35:59 UTC 2026","passed","Sat Mar 28 03:36:00 UTC 2026","","Workspace","Verify that a workspace can be created",""
"","4024","Verify that a board can be created in a workspace","","Sat Mar 28 03:35:51 UTC 2026","passed","Sat Mar 28 03:35:55 UTC 2026","","Board","Verify that a board can be created in a workspace",""
"","1281","Create a new Board with one character for the name","","Sat Mar 28 03:35:55 UTC 2026","passed","Sat Mar 28 03:35:56 UTC 2026","","Board","Create a new Board with one character for the name",""
"","93","Verify that a Workspace can't be created with an empty display name","","Sat Mar 28 03:36:00 UTC 2026","passed","Sat Mar 28 03:36:00 UTC 2026","","Workspace","Verify that a Workspace can't be created with an empty display name",""
