"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9","deleteLastCharacterFromString","Gradle suite","Sat Jun 14 02:41:38 GMT 2025","passed","Sat Jun 14 02:41:38 GMT 2025","com.ovidiomiranda.framework.core.utils.StringUtilsTest","Gradle test","com.ovidiomiranda.framework.core.utils.StringUtilsTest","deleteLastCharacterFromString"
"","1044","Verify that a workspace can be created","","Sat Jun 14 02:41:55 GMT 2025","passed","Sat Jun 14 02:41:56 GMT 2025","","Workspace","Verify that a workspace can be created",""
"","2725","Create a new Board with one character for the name","","Sat Jun 14 02:41:43 GMT 2025","passed","Sat Jun 14 02:41:46 GMT 2025","","Board","Create a new Board with one character for the name",""
"","3043","Verify that a list can be archived","","Sat Jun 14 02:41:52 GMT 2025","passed","Sat Jun 14 02:41:55 GMT 2025","","List","Verify that a list can be archived",""
"","9848","Login successful","","Sat Jun 14 02:41:56 GMT 2025","passed","Sat Jun 14 02:42:06 GMT 2025","","Login","Login successful",""
"","6009","Verify that a list can be created in a Board","","Sat Jun 14 02:41:46 GMT 2025","passed","Sat Jun 14 02:41:52 GMT 2025","","List","Verify that a list can be created in a Board",""
"","81","Verify that a Workspace can't be created with an empty display name","","Sat Jun 14 02:41:56 GMT 2025","passed","Sat Jun 14 02:41:56 GMT 2025","","Workspace","Verify that a Workspace can't be created with an empty display name",""
"","5362","Verify that a board can be created in a workspace","","Sat Jun 14 02:41:38 GMT 2025","passed","Sat Jun 14 02:41:43 GMT 2025","","Board","Verify that a board can be created in a workspace",""
