"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1395","Create a new Board with one character for the name","","Sat Nov 15 02:27:30 UTC 2025","passed","Sat Nov 15 02:27:32 UTC 2025","","Board","Create a new Board with one character for the name",""
"","4001","Verify that a board can be created in a workspace","","Sat Nov 15 02:27:26 UTC 2025","passed","Sat Nov 15 02:27:30 UTC 2025","","Board","Verify that a board can be created in a workspace",""
"","82","Verify that a Workspace can't be created with an empty display name","","Sat Nov 15 02:27:36 UTC 2025","passed","Sat Nov 15 02:27:36 UTC 2025","","Workspace","Verify that a Workspace can't be created with an empty display name",""
"","11","deleteLastCharacterFromString","Gradle suite","Sat Nov 15 02:28:25 UTC 2025","passed","Sat Nov 15 02:28:25 UTC 2025","com.ovidiomiranda.framework.core.utils.StringUtilsTest","Gradle test","com.ovidiomiranda.framework.core.utils.StringUtilsTest","deleteLastCharacterFromString"
"","1793","Verify that a list can be archived","","Sat Nov 15 02:27:33 UTC 2025","passed","Sat Nov 15 02:27:35 UTC 2025","","List","Verify that a list can be archived",""
"","525","Verify that a workspace can be created","","Sat Nov 15 02:27:35 UTC 2025","passed","Sat Nov 15 02:27:36 UTC 2025","","Workspace","Verify that a workspace can be created",""
"","31742","Login successful","","Sat Nov 15 02:28:26 UTC 2025","broken","Sat Nov 15 02:28:58 UTC 2025","","Login","Login successful",""
"","1567","Verify that a list can be created in a Board","","Sat Nov 15 02:27:32 UTC 2025","passed","Sat Nov 15 02:27:33 UTC 2025","","List","Verify that a list can be created in a Board",""
