"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","92","Verify that a Workspace can't be created with an empty display name","","Fri Nov 01 23:30:29 GMT 2024","passed","Fri Nov 01 23:30:29 GMT 2024","","Workspace","Verify that a Workspace can't be created with an empty display name",""
"","811","Verify that a workspace can be created","","Fri Nov 01 23:30:28 GMT 2024","passed","Fri Nov 01 23:30:29 GMT 2024","","Workspace","Verify that a workspace can be created",""
"","9178","Login successful","","Fri Nov 01 23:30:29 GMT 2024","passed","Fri Nov 01 23:30:38 GMT 2024","","Login","Login successful",""
"","2410","Verify that a list can be created in a Board","","Fri Nov 01 23:30:22 GMT 2024","passed","Fri Nov 01 23:30:25 GMT 2024","","List","Verify that a list can be created in a Board",""
"","7","deleteLastCharacterFromString","Gradle suite","Fri Nov 01 23:30:15 GMT 2024","passed","Fri Nov 01 23:30:15 GMT 2024","com.ovidiomiranda.framework.core.utils.StringUtilsTest","Gradle test","com.ovidiomiranda.framework.core.utils.StringUtilsTest","deleteLastCharacterFromString"
"","4650","Verify that a board can be created in a workspace","","Fri Nov 01 23:30:15 GMT 2024","passed","Fri Nov 01 23:30:20 GMT 2024","","Board","Verify that a board can be created in a workspace",""
"","3023","Verify that a list can be archived","","Fri Nov 01 23:30:25 GMT 2024","passed","Fri Nov 01 23:30:28 GMT 2024","","List","Verify that a list can be archived",""
"","2325","Create a new Board with one character for the name","","Fri Nov 01 23:30:20 GMT 2024","passed","Fri Nov 01 23:30:22 GMT 2024","","Board","Create a new Board with one character for the name",""
