"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32104","Login successful","","Sat Jul 26 02:54:31 GMT 2025","broken","Sat Jul 26 02:55:04 GMT 2025","","Login","Login successful",""
"","185","Verify that a Workspace can't be created with an empty display name","","Sat Jul 26 02:53:46 GMT 2025","passed","Sat Jul 26 02:53:46 GMT 2025","","Workspace","Verify that a Workspace can't be created with an empty display name",""
"","3510","Verify that a list can be created in a Board","","Sat Jul 26 02:53:38 GMT 2025","passed","Sat Jul 26 02:53:42 GMT 2025","","List","Verify that a list can be created in a Board",""
"","14","deleteLastCharacterFromString","Gradle suite","Sat Jul 26 02:54:31 GMT 2025","passed","Sat Jul 26 02:54:31 GMT 2025","com.ovidiomiranda.framework.core.utils.StringUtilsTest","Gradle test","com.ovidiomiranda.framework.core.utils.StringUtilsTest","deleteLastCharacterFromString"
"","1076","Verify that a workspace can be created","","Sat Jul 26 02:53:45 GMT 2025","passed","Sat Jul 26 02:53:46 GMT 2025","","Workspace","Verify that a workspace can be created",""
"","5649","Verify that a board can be created in a workspace","","Sat Jul 26 02:53:29 GMT 2025","passed","Sat Jul 26 02:53:35 GMT 2025","","Board","Verify that a board can be created in a workspace",""
"","3058","Create a new Board with one character for the name","","Sat Jul 26 02:53:35 GMT 2025","passed","Sat Jul 26 02:53:38 GMT 2025","","Board","Create a new Board with one character for the name",""
"","3385","Verify that a list can be archived","","Sat Jul 26 02:53:42 GMT 2025","passed","Sat Jul 26 02:53:45 GMT 2025","","List","Verify that a list can be archived",""
